City,Temperature (°C),Temperature (°F),Relative Humidity (%),Wind Speed (m/s),Wind Speed (mph),Time
Mumbai,26.6,79.88,33,3.13,7.0016222,2024-12-09T13:00
Mumbai,24.9,76.82,37,3.01,6.7331894,2024-12-09T14:00
Mumbai,23.4,74.12,41,2.8,6.263432,2024-12-09T15:00
Mumbai,22.4,72.32,44,2.42,5.4133948,2024-12-09T16:00
Mumbai,21.7,71.06,46,1.99,4.451510600000001,2024-12-09T17:00
Mumbai,21.1,69.98,48,1.75,3.914645,2024-12-09T18:00
Mumbai,20.6,69.08,48,1.64,3.6685816,2024-12-09T19:00
Mumbai,20.1,68.18,48,1.63,3.6462122,2024-12-09T20:00
Mumbai,19.8,67.64,47,1.56,3.4896264000000006,2024-12-09T21:00
Mumbai,19.4,66.92,46,1.56,3.4896264000000006,2024-12-09T22:00
Mumbai,19.0,66.2,45,1.64,3.6685816,2024-12-09T23:00
Mumbai,18.9,66.02,45,1.64,3.6685816,2024-12-10T00:00
Mumbai,19.1,66.38,46,1.5,3.35541,2024-12-10T01:00
Mumbai,19.4,66.92,47,1.44,3.2211936,2024-12-10T02:00
Mumbai,20.5,68.9,46,1.44,3.2211936,2024-12-10T03:00
Mumbai,22.8,73.04,41,1.79,4.0041226000000005,2024-12-10T04:00
Mumbai,25.7,78.25999999999999,33,2.28,5.1002232,2024-12-10T05:00
Mumbai,28.2,82.75999999999999,28,2.47,5.525241800000001,2024-12-10T06:00
Mumbai,30.0,86.0,26,2.06,4.608096400000001,2024-12-10T07:00
Mumbai,31.4,88.52,27,1.34,2.9974996000000003,2024-12-10T08:00
Mumbai,32.0,89.6,29,0.72,1.6105968,2024-12-10T09:00
Mumbai,31.6,88.88000000000001,34,1.12,2.5053728000000004,2024-12-10T10:00
Mumbai,30.5,86.9,41,2.19,4.8988986,2024-12-10T11:00
Mumbai,29.2,84.56,47,2.83,6.330540200000001,2024-12-10T12:00
Mumbai,28.0,82.4,51,2.77,6.1963238,2024-12-10T13:00
Mumbai,26.7,80.06,54,2.28,5.1002232,2024-12-10T14:00
Mumbai,25.5,77.9,57,1.87,4.1830778,2024-12-10T15:00
Mumbai,24.5,76.1,60,1.6,3.5791040000000005,2024-12-10T16:00
Mumbai,23.5,74.3,63,1.26,2.8185444000000004,2024-12-10T17:00
Mumbai,22.8,73.04,64,1.22,2.7290668,2024-12-10T18:00
Mumbai,22.3,72.14,63,1.35,3.0198690000000004,2024-12-10T19:00
Mumbai,22.1,71.78,60,1.44,3.2211936,2024-12-10T20:00
Mumbai,21.9,71.42,58,1.53,3.4225182000000003,2024-12-10T21:00
Mumbai,21.6,70.88,57,1.61,3.6014734000000006,2024-12-10T22:00
Mumbai,21.3,70.34,56,1.66,3.7133204,2024-12-10T23:00
Mumbai,21.3,70.34,55,1.66,3.7133204,2024-12-11T00:00
Mumbai,21.4,70.52,54,1.61,3.6014734000000006,2024-12-11T01:00
Mumbai,21.8,71.24000000000001,53,1.48,3.3106712000000003,2024-12-11T02:00
Mumbai,22.8,73.04,51,1.52,3.4001488,2024-12-11T03:00
Mumbai,24.8,76.64,45,1.87,4.1830778,2024-12-11T04:00
Mumbai,27.5,81.5,38,2.26,5.0554844,2024-12-11T05:00
Mumbai,29.8,85.64,33,2.35,5.2568090000000005,2024-12-11T06:00
Mumbai,31.4,88.52,30,1.68,3.7580592,2024-12-11T07:00
Mumbai,32.7,90.86,29,0.78,1.7448132000000003,2024-12-11T08:00
Mumbai,33.1,91.58000000000001,31,0.72,1.6105968,2024-12-11T09:00
Mumbai,32.1,89.78,39,1.49,3.3330406000000004,2024-12-11T10:00
Mumbai,30.2,86.36,49,2.34,5.2344396,2024-12-11T11:00
Mumbai,28.5,83.3,58,2.76,6.1739543999999995,2024-12-11T12:00
Mumbai,27.5,81.5,62,2.62,5.860782800000001,2024-12-11T13:00
Mumbai,26.7,80.06,64,2.1,4.697574,2024-12-11T14:00
Mumbai,25.9,78.62,65,1.73,3.8699062000000004,2024-12-11T15:00
Mumbai,25.2,77.36,65,1.5,3.35541,2024-12-11T16:00
Mumbai,24.5,76.1,65,1.3,2.9080220000000003,2024-12-11T17:00
Mumbai,23.8,74.84,65,1.22,2.7290668,2024-12-11T18:00
Mumbai,23.1,73.58,67,1.2,2.6843280000000003,2024-12-11T19:00
Mumbai,22.4,72.32,69,1.2,2.6843280000000003,2024-12-11T20:00
Mumbai,21.8,71.24000000000001,71,1.2,2.6843280000000003,2024-12-11T21:00
Mumbai,21.3,70.34,72,1.2,2.6843280000000003,2024-12-11T22:00
Mumbai,20.8,69.44,72,1.2,2.6843280000000003,2024-12-11T23:00
Cape Town,17.4,63.32,73,2.0,4.47388,2024-12-02T00:00
Cape Town,17.2,62.959999999999994,76,1.7,3.802798,2024-12-02T01:00
Cape Town,16.7,62.059999999999995,78,1.2,2.6843280000000003,2024-12-02T02:00
Cape Town,16.4,61.519999999999996,80,0.76,1.7000744,2024-12-02T03:00
Cape Town,16.1,60.980000000000004,82,1.13,2.5277422,2024-12-02T04:00
Cape Town,17.4,63.32,76,0.5,1.11847,2024-12-02T05:00
Cape Town,20.2,68.36,64,0.14,0.31317160000000005,2024-12-02T06:00
Cape Town,22.1,71.78,58,0.76,1.7000744,2024-12-02T07:00
Cape Town,23.6,74.48,57,2.41,5.391025400000001,2024-12-02T08:00
Cape Town,23.9,75.02,58,3.4,7.605596,2024-12-02T09:00
Cape Town,23.8,74.84,62,3.72,8.321416800000002,2024-12-02T10:00
Cape Town,24.0,75.2,63,4.18,9.3504092,2024-12-02T11:00
Cape Town,24.3,75.74000000000001,58,3.72,8.321416800000002,2024-12-02T12:00
Cape Town,24.0,75.2,61,3.9,8.724066,2024-12-02T13:00
Cape Town,23.5,74.3,63,3.9,8.724066,2024-12-02T14:00
Cape Town,22.8,73.04,66,3.8,8.500372,2024-12-02T15:00
Cape Town,22.0,71.6,70,3.41,7.627965400000001,2024-12-02T16:00
Cape Town,21.1,69.98,74,2.3,5.144962,2024-12-02T17:00
Cape Town,20.5,68.9,77,2.33,5.2120702,2024-12-02T18:00
Cape Town,19.9,67.82,80,1.56,3.4896264000000006,2024-12-02T19:00
Cape Town,19.6,67.28,82,1.57,3.5119958000000002,2024-12-02T20:00
Cape Town,19.4,66.92,84,1.75,3.914645,2024-12-02T21:00
Cape Town,19.1,66.38,85,1.84,4.115969600000001,2024-12-02T22:00
Cape Town,18.9,66.02,86,1.7,3.802798,2024-12-02T23:00
Cape Town,18.7,65.66,85,1.58,3.5343652000000003,2024-12-03T00:00
Cape Town,18.4,65.12,87,1.57,3.5119958000000002,2024-12-03T01:00
Cape Town,18.2,64.75999999999999,88,1.48,3.3106712000000003,2024-12-03T02:00
Cape Town,18.0,64.4,89,1.44,3.2211936,2024-12-03T03:00
Cape Town,17.9,64.22,90,1.43,3.1988242000000002,2024-12-03T04:00
Cape Town,18.1,64.58,89,1.5,3.35541,2024-12-03T05:00
Cape Town,19.0,66.2,88,1.63,3.6462122,2024-12-03T06:00
Cape Town,20.1,68.18,82,1.84,4.115969600000001,2024-12-03T07:00
Cape Town,21.4,70.52,75,2.24,5.010745600000001,2024-12-03T08:00
Cape Town,21.7,71.06,73,3.01,6.7331894,2024-12-03T09:00
Cape Town,22.4,72.32,68,3.1,6.934514000000001,2024-12-03T10:00
Cape Town,23.0,73.4,64,3.21,7.180577400000001,2024-12-03T11:00
Cape Town,23.6,74.48,57,2.61,5.8384134,2024-12-03T12:00
Cape Town,23.9,75.02,53,2.75,6.151585000000001,2024-12-03T13:00
Cape Town,23.7,74.66,51,2.69,6.0173686,2024-12-03T14:00
Cape Town,23.1,73.58,53,2.46,5.5028724,2024-12-03T15:00
Cape Town,22.4,72.32,56,2.19,4.8988986,2024-12-03T16:00
Cape Town,21.3,70.34,62,2.15,4.809421,2024-12-03T17:00
Cape Town,20.2,68.36,65,1.81,4.048861400000001,2024-12-03T18:00
Cape Town,19.2,66.56,70,1.41,3.1540854,2024-12-03T19:00
Cape Town,18.6,65.48,73,1.12,2.5053728000000004,2024-12-03T20:00
Cape Town,18.0,64.4,77,1.0,2.23694,2024-12-03T21:00
Cape Town,17.6,63.68,80,0.91,2.0356154,2024-12-03T22:00
Cape Town,17.3,63.14,82,0.85,1.901399,2024-12-03T23:00
Cape Town,17.0,62.6,79,0.71,1.5882274,2024-12-04T00:00
Cape Town,16.8,62.24,80,0.5,1.11847,2024-12-04T01:00
Cape Town,16.6,61.88,80,0.22,0.49212680000000003,2024-12-04T02:00
Cape Town,16.3,61.34,81,0.73,1.6329662,2024-12-04T03:00
Cape Town,15.8,60.440000000000005,84,0.64,1.4316416,2024-12-04T04:00
Cape Town,16.9,62.42,79,0.64,1.4316416,2024-12-04T05:00
Cape Town,18.8,65.84,70,1.06,2.3711564000000003,2024-12-04T06:00
Cape Town,20.1,68.18,65,1.58,3.5343652000000003,2024-12-04T07:00
Cape Town,20.7,69.25999999999999,63,2.47,5.525241800000001,2024-12-04T08:00
Cape Town,21.4,70.52,57,2.77,6.1963238,2024-12-04T09:00
Cape Town,22.1,71.78,53,3.18,7.113469200000001,2024-12-04T10:00
Cape Town,22.7,72.86,52,3.35,7.493749000000001,2024-12-04T11:00
Cape Town,22.8,73.04,51,4.07,9.1043458,2024-12-04T12:00
Cape Town,22.7,72.86,53,4.16,9.3056704,2024-12-04T13:00
Cape Town,22.1,71.78,57,4.18,9.3504092,2024-12-04T14:00
Cape Town,21.2,70.16,63,4.21,9.417517400000001,2024-12-04T15:00
Cape Town,20.3,68.54,67,3.55,7.941137,2024-12-04T16:00
Cape Town,19.7,67.46,69,3.18,7.113469200000001,2024-12-04T17:00
Cape Town,19.2,66.56,73,2.5,5.592350000000001,2024-12-04T18:00
Cape Town,18.9,66.02,75,1.97,4.4067718000000005,2024-12-04T19:00
Cape Town,18.7,65.66,76,1.93,4.3172942,2024-12-04T20:00
Cape Town,18.3,64.94,78,2.14,4.787051600000001,2024-12-04T21:00
Cape Town,18.1,64.58,80,2.18,4.876529200000001,2024-12-04T22:00
Cape Town,18.1,64.58,81,2.33,5.2120702,2024-12-04T23:00
Cape Town,17.9,64.22,82,2.12,4.7423128000000005,2024-12-05T00:00
Cape Town,17.5,63.5,83,1.91,4.2725554,2024-12-05T01:00
Cape Town,17.4,63.32,80,1.66,3.7133204,2024-12-05T02:00
Cape Town,17.2,62.959999999999994,81,1.52,3.4001488,2024-12-05T03:00
Cape Town,17.2,62.959999999999994,80,1.62,3.6238428000000007,2024-12-05T04:00
Cape Town,17.7,63.86,78,1.84,4.115969600000001,2024-12-05T05:00
Cape Town,19.3,66.74000000000001,68,2.85,6.375279000000001,2024-12-05T06:00
Cape Town,20.4,68.72,63,3.86,8.6345884,2024-12-05T07:00
Cape Town,21.2,70.16,59,4.67,10.446509800000001,2024-12-05T08:00
Cape Town,21.8,71.24000000000001,55,4.97,11.1175918,2024-12-05T09:00
Cape Town,22.1,71.78,55,5.8,12.974252,2024-12-05T10:00
Cape Town,21.7,71.06,57,5.77,12.9071438,2024-12-05T11:00
Cape Town,21.9,71.42,53,6.08,13.6005952,2024-12-05T12:00
Cape Town,21.7,71.06,53,5.85,13.086099,2024-12-05T13:00
Cape Town,21.5,70.7,50,5.5,12.303170000000001,2024-12-05T14:00
Cape Town,20.9,69.62,56,4.88,10.9162672,2024-12-05T15:00
Cape Town,20.0,68.0,60,4.03,9.0148682,2024-12-05T16:00
Cape Town,19.2,66.56,63,3.13,7.0016222,2024-12-05T17:00
Cape Town,18.7,65.66,66,2.48,5.5476112,2024-12-05T18:00
Cape Town,18.3,64.94,69,2.25,5.0331150000000004,2024-12-05T19:00
Cape Town,18.0,64.4,71,2.25,5.0331150000000004,2024-12-05T20:00
Cape Town,17.8,64.04,73,2.46,5.5028724,2024-12-05T21:00
Cape Town,17.5,63.5,75,2.44,5.4581336,2024-12-05T22:00
Cape Town,17.4,63.32,76,2.55,5.704197,2024-12-05T23:00
Cape Town,17.4,63.32,76,2.84,6.3529096,2024-12-06T00:00
Cape Town,17.4,63.32,77,3.35,7.493749000000001,2024-12-06T01:00
Cape Town,17.4,63.32,77,3.85,8.612219000000001,2024-12-06T02:00
Cape Town,17.4,63.32,78,4.04,9.037237600000001,2024-12-06T03:00
Cape Town,17.4,63.32,79,4.41,9.864905400000001,2024-12-06T04:00
Cape Town,17.4,63.32,80,4.32,9.663580800000002,2024-12-06T05:00
Cape Town,17.6,63.68,80,4.04,9.037237600000001,2024-12-06T06:00
Cape Town,17.7,63.86,81,4.3,9.618842,2024-12-06T07:00
Cape Town,17.6,63.68,83,3.95,8.835913000000001,2024-12-06T08:00
Cape Town,17.8,64.04,85,3.4,7.605596,2024-12-06T09:00
Cape Town,17.7,63.86,87,2.42,5.4133948,2024-12-06T10:00
Cape Town,18.0,64.4,87,2.38,5.3239172,2024-12-06T11:00
Cape Town,18.8,65.84,84,2.69,6.0173686,2024-12-06T12:00
Cape Town,20.0,68.0,79,2.21,4.9436374,2024-12-06T13:00
Cape Town,20.9,69.62,75,1.73,3.8699062000000004,2024-12-06T14:00
Cape Town,21.8,71.24000000000001,69,2.04,4.563357600000001,2024-12-06T15:00
Cape Town,21.8,71.24000000000001,69,1.53,3.4225182000000003,2024-12-06T16:00
Cape Town,21.3,70.34,70,1.81,4.048861400000001,2024-12-06T17:00
Cape Town,20.0,68.0,76,1.6,3.5791040000000005,2024-12-06T18:00
Cape Town,18.9,66.02,81,1.1,2.460634,2024-12-06T19:00
Cape Town,18.0,64.4,86,0.91,2.0356154,2024-12-06T20:00
Cape Town,17.2,62.959999999999994,91,0.63,1.4092722000000002,2024-12-06T21:00
Cape Town,16.7,62.059999999999995,93,0.54,1.2079476000000002,2024-12-06T22:00
Cape Town,16.6,61.88,93,0.28,0.6263432000000001,2024-12-06T23:00
Cape Town,16.6,61.88,91,0.41,0.9171454,2024-12-07T00:00
Cape Town,16.6,61.88,91,0.51,1.1408394000000002,2024-12-07T01:00
Cape Town,16.3,61.34,92,0.81,1.8119214000000003,2024-12-07T02:00
Cape Town,15.8,60.440000000000005,95,0.81,1.8119214000000003,2024-12-07T03:00
Cape Town,15.6,60.08,97,0.72,1.6105968,2024-12-07T04:00
Cape Town,16.2,61.16,95,0.76,1.7000744,2024-12-07T05:00
Cape Town,18.5,65.3,81,0.76,1.7000744,2024-12-07T06:00
Cape Town,20.4,68.72,62,1.66,3.7133204,2024-12-07T07:00
Cape Town,21.5,70.7,56,2.42,5.4133948,2024-12-07T08:00
Cape Town,22.3,72.14,53,2.75,6.151585000000001,2024-12-07T09:00
Cape Town,23.2,73.75999999999999,48,2.95,6.598973000000001,2024-12-07T10:00
Cape Town,24.0,75.2,45,3.26,7.2924244,2024-12-07T11:00
Cape Town,24.3,75.74000000000001,43,3.2,7.158208000000001,2024-12-07T12:00
Cape Town,24.2,75.56,43,3.44,7.695073600000001,2024-12-07T13:00
Cape Town,23.6,74.48,46,3.31,7.404271400000001,2024-12-07T14:00
Cape Town,22.7,72.86,50,3.21,7.180577400000001,2024-12-07T15:00
Cape Town,21.5,70.7,55,3.01,6.7331894,2024-12-07T16:00
Cape Town,20.4,68.72,62,2.37,5.301547800000001,2024-12-07T17:00
Cape Town,19.6,67.28,65,1.53,3.4225182000000003,2024-12-07T18:00
Cape Town,19.1,66.38,66,1.04,2.3264176,2024-12-07T19:00
Cape Town,18.6,65.48,69,0.91,2.0356154,2024-12-07T20:00
Cape Town,18.2,64.75999999999999,71,0.7,1.565858,2024-12-07T21:00
Cape Town,18.0,64.4,73,0.4,0.8947760000000001,2024-12-07T22:00
Cape Town,17.6,63.68,75,0.6,1.3421640000000001,2024-12-07T23:00
Cape Town,17.2,62.959999999999994,78,0.63,1.4092722000000002,2024-12-08T00:00
Cape Town,16.8,62.24,81,0.73,1.6329662,2024-12-08T01:00
Cape Town,16.6,61.88,83,0.41,0.9171454,2024-12-08T02:00
Cape Town,16.4,61.519999999999996,84,0.51,1.1408394000000002,2024-12-08T03:00
Cape Town,16.1,60.980000000000004,86,0.45,1.006623,2024-12-08T04:00
Cape Town,17.1,62.78,83,0.76,1.7000744,2024-12-08T05:00
Cape Town,19.2,66.56,71,0.91,2.0356154,2024-12-08T06:00
Cape Town,20.9,69.62,60,1.9,4.250186,2024-12-08T07:00
Cape Town,22.3,72.14,55,2.43,5.4357642,2024-12-08T08:00
Cape Town,23.5,74.3,50,2.75,6.151585000000001,2024-12-08T09:00
Cape Town,24.1,75.38,49,3.28,7.3371632,2024-12-08T10:00
Cape Town,24.7,76.46,46,3.71,8.299047400000001,2024-12-08T11:00
Cape Town,24.9,76.82,44,4.1,9.171454,2024-12-08T12:00
Cape Town,24.9,76.82,40,4.8,10.737312000000001,2024-12-08T13:00
Cape Town,24.1,75.38,43,5.21,11.6544574,2024-12-08T14:00
Cape Town,23.1,73.58,51,5.54,12.3926476,2024-12-08T15:00
Cape Town,21.7,71.06,59,5.81,12.9966214,2024-12-08T16:00
Cape Town,20.5,68.9,63,5.14,11.4978716,2024-12-08T17:00
Cape Town,19.5,67.1,68,4.71,10.5359874,2024-12-08T18:00
Cape Town,19.0,66.2,70,4.27,9.5517338,2024-12-08T19:00
Cape Town,18.9,66.02,70,3.81,8.522741400000001,2024-12-08T20:00
Cape Town,18.8,65.84,70,3.45,7.717443000000001,2024-12-08T21:00
Cape Town,18.6,65.48,71,3.16,7.068730400000001,2024-12-08T22:00
Cape Town,18.5,65.3,73,2.86,6.3976484000000005,2024-12-08T23:00
Cape Town,18.4,65.12,74,2.69,6.0173686,2024-12-09T00:00
Cape Town,18.0,64.4,76,2.5,5.592350000000001,2024-12-09T01:00
Cape Town,17.6,63.68,79,2.28,5.1002232,2024-12-09T02:00
Cape Town,17.6,63.68,79,2.09,4.6752046,2024-12-09T03:00
Cape Town,18.1,64.58,75,1.9,4.250186,2024-12-09T04:00
Cape Town,18.9,66.02,69,1.75,3.914645,2024-12-09T05:00
Cape Town,20.2,68.36,62,1.62,3.6238428000000007,2024-12-09T06:00
Cape Town,22.0,71.6,55,1.53,3.4225182000000003,2024-12-09T07:00
Cape Town,24.2,75.56,47,1.4,3.131716,2024-12-09T08:00
Cape Town,26.2,79.16,40,1.49,3.3330406000000004,2024-12-09T09:00
Cape Town,28.1,82.58,35,1.49,3.3330406000000004,2024-12-09T10:00
Cape Town,29.8,85.64,31,1.7,3.802798,2024-12-09T11:00
Cape Town,30.5,86.9,30,1.92,4.2949248,2024-12-09T12:00
Cape Town,29.6,85.28,35,2.39,5.346286600000001,2024-12-09T13:00
Cape Town,27.6,81.68,43,3.67,8.2095698,2024-12-09T14:00
Cape Town,25.7,78.25999999999999,51,4.5,10.066230000000001,2024-12-09T15:00
Cape Town,23.9,75.02,57,4.2,9.395148,2024-12-09T16:00
Cape Town,22.1,71.78,63,3.42,7.6503348,2024-12-09T17:00
Cape Town,20.7,69.25999999999999,68,2.65,5.927891,2024-12-09T18:00
Cape Town,19.9,67.82,70,2.12,4.7423128000000005,2024-12-09T19:00
Cape Town,19.6,67.28,71,1.8,4.026492,2024-12-09T20:00
Cape Town,19.2,66.56,72,1.41,3.1540854,2024-12-09T21:00
Cape Town,18.8,65.84,75,1.04,2.3264176,2024-12-09T22:00
Cape Town,18.4,65.12,79,0.81,1.8119214000000003,2024-12-09T23:00
Cape Town,18.0,64.4,82,0.64,1.4316416,2024-12-10T00:00
Cape Town,17.4,63.32,85,0.73,1.6329662,2024-12-10T01:00
Cape Town,16.8,62.24,88,0.81,1.8119214000000003,2024-12-10T02:00
Cape Town,16.7,62.059999999999995,88,0.81,1.8119214000000003,2024-12-10T03:00
Cape Town,17.5,63.5,84,0.58,1.2974252,2024-12-10T04:00
Cape Town,18.8,65.84,78,1.08,2.4158952000000005,2024-12-10T05:00
Cape Town,20.1,68.18,72,1.43,3.1988242000000002,2024-12-10T06:00
Cape Town,21.2,70.16,68,1.26,2.8185444000000004,2024-12-10T07:00
Cape Town,22.2,71.96,66,2.06,4.608096400000001,2024-12-10T08:00
Cape Town,23.1,73.58,63,3.04,6.8002976,2024-12-10T09:00
Cape Town,24.0,75.2,60,3.44,7.695073600000001,2024-12-10T10:00
Cape Town,24.8,76.64,58,3.45,7.717443000000001,2024-12-10T11:00
Cape Town,25.2,77.36,57,3.34,7.471379600000001,2024-12-10T12:00
Cape Town,25.0,77.0,58,3.3,7.381902,2024-12-10T13:00
Cape Town,24.5,76.1,61,3.32,7.4266408,2024-12-10T14:00
Cape Town,23.8,74.84,65,3.18,7.113469200000001,2024-12-10T15:00
Cape Town,23.1,73.58,69,2.69,6.0173686,2024-12-10T16:00
Cape Town,22.3,72.14,74,1.99,4.451510600000001,2024-12-10T17:00
Cape Town,21.6,70.88,78,1.24,2.7738056,2024-12-10T18:00
Cape Town,21.2,70.16,80,0.67,1.4987498000000001,2024-12-10T19:00
Cape Town,20.9,69.62,81,0.9,2.013246,2024-12-10T20:00
Cape Town,20.7,69.25999999999999,82,1.43,3.1988242000000002,2024-12-10T21:00
Cape Town,20.3,68.54,84,1.4,3.131716,2024-12-10T22:00
Cape Town,19.9,67.82,86,1.3,2.9080220000000003,2024-12-10T23:00
Cape Town,19.5,67.1,88,1.42,3.1764548,2024-12-11T00:00
Cape Town,19.3,66.74000000000001,89,1.49,3.3330406000000004,2024-12-11T01:00
Cape Town,19.2,66.56,90,1.44,3.2211936,2024-12-11T02:00
Cape Town,19.2,66.56,90,1.57,3.5119958000000002,2024-12-11T03:00
Cape Town,19.4,66.92,89,1.7,3.802798,2024-12-11T04:00
Cape Town,19.7,67.46,88,1.84,4.115969600000001,2024-12-11T05:00
Cape Town,20.1,68.18,86,2.0,4.47388,2024-12-11T06:00
Cape Town,20.8,69.44,82,2.13,4.7646822,2024-12-11T07:00
Cape Town,21.6,70.88,78,2.46,5.5028724,2024-12-11T08:00
Cape Town,22.3,72.14,73,2.79,6.2410626,2024-12-11T09:00
Cape Town,22.8,73.04,69,3.21,7.180577400000001,2024-12-11T10:00
Cape Town,23.2,73.75999999999999,65,3.71,8.299047400000001,2024-12-11T11:00
Cape Town,23.3,73.94,61,4.06,9.0819764,2024-12-11T12:00
Cape Town,23.0,73.4,55,4.33,9.6859502,2024-12-11T13:00
Cape Town,22.5,72.5,49,4.52,10.1109688,2024-12-11T14:00
Cape Town,21.9,71.42,46,4.6,10.289924,2024-12-11T15:00
Cape Town,21.3,70.34,50,4.34,9.708319600000001,2024-12-11T16:00
Cape Town,20.5,68.9,57,3.83,8.5674802,2024-12-11T17:00
Cape Town,19.8,67.64,63,3.32,7.4266408,2024-12-11T18:00
Cape Town,19.2,66.56,64,2.84,6.3529096,2024-12-11T19:00
Cape Town,18.6,65.48,63,2.28,5.1002232,2024-12-11T20:00
Cape Town,18.1,64.58,63,2.09,4.6752046,2024-12-11T21:00
Cape Town,17.8,64.04,64,2.42,5.4133948,2024-12-11T22:00
Cape Town,17.5,63.5,64,2.8,6.263432,2024-12-11T23:00
Moscow,0.4,32.72,86,1.79,4.0041226000000005,2024-12-02T00:00
Moscow,0.3,32.54,87,1.79,4.0041226000000005,2024-12-02T01:00
Moscow,0.1,32.18,87,1.79,4.0041226000000005,2024-12-02T02:00
Moscow,0.2,32.36,89,1.39,3.1093466,2024-12-02T03:00
Moscow,0.1,32.18,89,1.7,3.802798,2024-12-02T04:00
Moscow,0.1,32.18,89,1.58,3.5343652000000003,2024-12-02T05:00
Moscow,0.1,32.18,88,1.72,3.8475368000000003,2024-12-02T06:00
Moscow,0.1,32.18,89,1.7,3.802798,2024-12-02T07:00
Moscow,0.2,32.36,86,2.05,4.585727,2024-12-02T08:00
Moscow,0.3,32.54,85,2.33,5.2120702,2024-12-02T09:00
Moscow,0.2,32.36,86,2.42,5.4133948,2024-12-02T10:00
Moscow,0.2,32.36,85,2.28,5.1002232,2024-12-02T11:00
Moscow,-0.1,31.82,85,2.33,5.2120702,2024-12-02T12:00
Moscow,-0.2,31.64,85,2.3,5.144962,2024-12-02T13:00
Moscow,-0.3,31.46,85,2.44,5.4581336,2024-12-02T14:00
Moscow,-0.3,31.46,86,2.66,5.9502604,2024-12-02T15:00
Moscow,-0.4,31.28,89,2.73,6.106846200000001,2024-12-02T16:00
Moscow,-0.3,31.46,91,2.51,5.6147194,2024-12-02T17:00
Moscow,-0.2,31.64,92,1.92,4.2949248,2024-12-02T18:00
Moscow,-0.1,31.82,92,1.61,3.6014734000000006,2024-12-02T19:00
Moscow,0.0,32.0,93,2.0,4.47388,2024-12-02T20:00
Moscow,0.2,32.36,93,2.37,5.301547800000001,2024-12-02T21:00
Moscow,0.3,32.54,94,2.15,4.809421,2024-12-02T22:00
Moscow,0.4,32.72,92,2.4,5.3686560000000005,2024-12-02T23:00
Moscow,0.4,32.72,89,2.06,4.608096400000001,2024-12-03T00:00
Moscow,0.5,32.9,88,2.33,5.2120702,2024-12-03T01:00
Moscow,0.4,32.72,88,2.1,4.697574,2024-12-03T02:00
Moscow,0.3,32.54,91,1.97,4.4067718000000005,2024-12-03T03:00
Moscow,0.3,32.54,91,2.06,4.608096400000001,2024-12-03T04:00
Moscow,0.4,32.72,92,2.25,5.0331150000000004,2024-12-03T05:00
Moscow,0.3,32.54,95,1.89,4.2278166,2024-12-03T06:00
Moscow,0.4,32.72,94,1.84,4.115969600000001,2024-12-03T07:00
Moscow,0.7,33.26,91,2.42,5.4133948,2024-12-03T08:00
Moscow,0.7,33.26,90,2.05,4.585727,2024-12-03T09:00
Moscow,0.9,33.62,89,2.2,4.921268,2024-12-03T10:00
Moscow,1.1,33.98,88,2.55,5.704197,2024-12-03T11:00
Moscow,1.0,33.8,88,2.42,5.4133948,2024-12-03T12:00
Moscow,0.8,33.44,89,2.62,5.860782800000001,2024-12-03T13:00
Moscow,0.7,33.26,90,2.55,5.704197,2024-12-03T14:00
Moscow,0.7,33.26,92,1.94,4.3396636,2024-12-03T15:00
Moscow,0.6,33.08,93,1.84,4.115969600000001,2024-12-03T16:00
Moscow,0.6,33.08,94,2.06,4.608096400000001,2024-12-03T17:00
Moscow,0.5,32.9,95,1.97,4.4067718000000005,2024-12-03T18:00
Moscow,0.4,32.72,94,2.19,4.8988986,2024-12-03T19:00
Moscow,0.3,32.54,91,2.42,5.4133948,2024-12-03T20:00
Moscow,0.2,32.36,92,2.37,5.301547800000001,2024-12-03T21:00
Moscow,0.1,32.18,91,2.28,5.1002232,2024-12-03T22:00
Moscow,0.1,32.18,90,2.46,5.5028724,2024-12-03T23:00
Moscow,-0.1,31.82,90,2.46,5.5028724,2024-12-04T00:00
Moscow,-0.2,31.64,89,2.76,6.1739543999999995,2024-12-04T01:00
Moscow,-0.3,31.46,88,2.64,5.905521600000001,2024-12-04T02:00
Moscow,-0.4,31.28,90,2.69,6.0173686,2024-12-04T03:00
Moscow,-0.5,31.1,89,2.48,5.5476112,2024-12-04T04:00
Moscow,-0.5,31.1,90,2.41,5.391025400000001,2024-12-04T05:00
Moscow,-0.4,31.28,93,2.2,4.921268,2024-12-04T06:00
Moscow,-0.4,31.28,93,2.06,4.608096400000001,2024-12-04T07:00
Moscow,-0.3,31.46,93,1.97,4.4067718000000005,2024-12-04T08:00
Moscow,-0.1,31.82,94,1.9,4.250186,2024-12-04T09:00
Moscow,-0.0,32.0,94,1.71,3.8251674,2024-12-04T10:00
Moscow,0.1,32.18,95,1.51,3.3777794,2024-12-04T11:00
Moscow,0.0,32.0,91,1.48,3.3106712000000003,2024-12-04T12:00
Moscow,0.1,32.18,87,1.97,4.4067718000000005,2024-12-04T13:00
Moscow,-0.2,31.64,83,1.87,4.1830778,2024-12-04T14:00
Moscow,-0.1,31.82,79,2.33,5.2120702,2024-12-04T15:00
Moscow,-0.8,30.56,68,2.4,5.3686560000000005,2024-12-04T16:00
