City,Latitude,Longitude,Weather Code,Timezone,Time,Relative Humidity (%),Temperature (°C),Wind Speed (m/s)
Moscow,55.75,37.625,3,GMT,2024-12-02T09:00,85,0.3,2.33
Moscow,55.75,37.625,3,GMT,2024-12-02T10:00,86,0.2,2.42
Moscow,55.75,37.625,3,GMT,2024-12-02T11:00,85,0.2,2.28
Moscow,55.75,37.625,3,GMT,2024-12-02T12:00,85,-0.1,2.33
Moscow,55.75,37.625,3,GMT,2024-12-02T13:00,85,-0.2,2.3
Moscow,55.75,37.625,3,GMT,2024-12-02T14:00,85,-0.3,2.44
Moscow,55.75,37.625,3,GMT,2024-12-02T15:00,86,-0.3,2.66
Moscow,55.75,37.625,3,GMT,2024-12-02T16:00,89,-0.4,2.73
Moscow,55.75,37.625,3,GMT,2024-12-02T17:00,91,-0.3,2.51
Moscow,55.75,37.625,3,GMT,2024-12-02T18:00,92,-0.2,1.92
Moscow,55.75,37.625,3,GMT,2024-12-02T19:00,92,-0.1,1.61
Moscow,55.75,37.625,3,GMT,2024-12-02T20:00,93,0.0,2.0
Moscow,55.75,37.625,3,GMT,2024-12-02T21:00,93,0.2,2.37
Moscow,55.75,37.625,3,GMT,2024-12-02T22:00,94,0.3,2.15
Moscow,55.75,37.625,71,GMT,2024-12-02T23:00,92,0.4,2.4
Moscow,55.75,37.625,71,GMT,2024-12-03T00:00,89,0.4,2.06
Moscow,55.75,37.625,3,GMT,2024-12-03T01:00,88,0.5,2.33
Moscow,55.75,37.625,3,GMT,2024-12-03T02:00,88,0.4,2.1
Moscow,55.75,37.625,3,GMT,2024-12-03T03:00,91,0.3,1.97
Moscow,55.75,37.625,3,GMT,2024-12-03T04:00,91,0.3,2.06
Moscow,55.75,37.625,3,GMT,2024-12-03T05:00,92,0.4,2.25
Moscow,55.75,37.625,3,GMT,2024-12-03T06:00,95,0.3,1.89
Moscow,55.75,37.625,3,GMT,2024-12-03T07:00,94,0.4,1.84
Moscow,55.75,37.625,3,GMT,2024-12-03T08:00,91,0.7,2.42
Moscow,55.75,37.625,3,GMT,2024-12-03T09:00,90,0.7,2.05
Moscow,55.75,37.625,3,GMT,2024-12-03T10:00,89,0.9,2.2
Moscow,55.75,37.625,3,GMT,2024-12-03T11:00,88,1.1,2.55
Moscow,55.75,37.625,3,GMT,2024-12-03T12:00,88,1.0,2.42
Moscow,55.75,37.625,3,GMT,2024-12-03T13:00,89,0.8,2.62
Moscow,55.75,37.625,3,GMT,2024-12-03T14:00,90,0.7,2.55
Moscow,55.75,37.625,3,GMT,2024-12-03T15:00,92,0.7,1.94
Moscow,55.75,37.625,3,GMT,2024-12-03T16:00,93,0.6,1.84
Moscow,55.75,37.625,3,GMT,2024-12-03T17:00,94,0.6,2.06
Moscow,55.75,37.625,71,GMT,2024-12-03T18:00,95,0.5,1.97
Moscow,55.75,37.625,71,GMT,2024-12-03T19:00,94,0.4,2.19
Moscow,55.75,37.625,71,GMT,2024-12-03T20:00,91,0.3,2.42
Moscow,55.75,37.625,71,GMT,2024-12-03T21:00,92,0.2,2.37
Moscow,55.75,37.625,71,GMT,2024-12-03T22:00,91,0.1,2.28
Moscow,55.75,37.625,71,GMT,2024-12-03T23:00,90,0.1,2.46
Moscow,55.75,37.625,3,GMT,2024-12-04T00:00,90,-0.1,2.46
Moscow,55.75,37.625,3,GMT,2024-12-04T01:00,89,-0.2,2.76
Moscow,55.75,37.625,3,GMT,2024-12-04T02:00,88,-0.3,2.64
Moscow,55.75,37.625,3,GMT,2024-12-04T03:00,90,-0.4,2.69
Moscow,55.75,37.625,3,GMT,2024-12-04T04:00,89,-0.5,2.48
Moscow,55.75,37.625,71,GMT,2024-12-04T05:00,90,-0.5,2.41
Moscow,55.75,37.625,71,GMT,2024-12-04T06:00,93,-0.4,2.2
Moscow,55.75,37.625,71,GMT,2024-12-04T07:00,93,-0.4,2.06
Moscow,55.75,37.625,71,GMT,2024-12-04T08:00,93,-0.3,1.97
Moscow,55.75,37.625,77,GMT,2024-12-04T09:00,94,-0.1,1.9
Moscow,55.75,37.625,77,GMT,2024-12-04T10:00,94,-0.0,1.71
Moscow,55.75,37.625,71,GMT,2024-12-04T11:00,95,0.1,1.51
Moscow,55.75,37.625,3,GMT,2024-12-04T12:00,91,0.0,1.48
Moscow,55.75,37.625,3,GMT,2024-12-04T13:00,87,0.1,1.97
Moscow,55.75,37.625,71,GMT,2024-12-04T14:00,83,-0.2,1.87
Moscow,55.75,37.625,2,GMT,2024-12-04T15:00,79,-0.1,2.33
Moscow,55.75,37.625,1,GMT,2024-12-04T16:00,68,-0.8,2.4
Moscow,55.75,37.625,1,GMT,2024-12-04T17:00,70,-1.5,2.69
Moscow,55.75,37.625,1,GMT,2024-12-04T18:00,74,-2.2,2.64
Moscow,55.75,37.625,1,GMT,2024-12-04T19:00,76,-2.8,2.25
Moscow,55.75,37.625,1,GMT,2024-12-04T20:00,77,-3.2,1.22
Moscow,55.75,37.625,2,GMT,2024-12-04T21:00,82,-3.6,1.3
Moscow,55.75,37.625,2,GMT,2024-12-04T22:00,83,-3.8,1.42
Moscow,55.75,37.625,2,GMT,2024-12-04T23:00,83,-4.1,1.49
Moscow,55.75,37.625,2,GMT,2024-12-05T00:00,81,-4.3,1.35
Moscow,55.75,37.625,0,GMT,2024-12-05T01:00,81,-4.5,1.39
Moscow,55.75,37.625,0,GMT,2024-12-05T02:00,81,-4.7,1.34
Moscow,55.75,37.625,0,GMT,2024-12-05T03:00,83,-4.9,1.3
Moscow,55.75,37.625,0,GMT,2024-12-05T04:00,83,-5.1,1.46
Moscow,55.75,37.625,0,GMT,2024-12-05T05:00,85,-5.3,1.43
Moscow,55.75,37.625,1,GMT,2024-12-05T06:00,86,-5.4,1.32
Moscow,55.75,37.625,0,GMT,2024-12-05T07:00,86,-5.3,1.3
Moscow,55.75,37.625,1,GMT,2024-12-05T08:00,84,-4.9,1.5
Moscow,55.75,37.625,2,GMT,2024-12-05T09:00,80,-4.5,1.6
Moscow,55.75,37.625,3,GMT,2024-12-05T10:00,79,-4.1,1.6
Moscow,55.75,37.625,3,GMT,2024-12-05T11:00,79,-4.0,1.71
Moscow,55.75,37.625,2,GMT,2024-12-05T12:00,79,-4.3,1.6
Moscow,55.75,37.625,2,GMT,2024-12-05T13:00,83,-4.7,1.5
Moscow,55.75,37.625,2,GMT,2024-12-05T14:00,85,-5.1,1.53
Moscow,55.75,37.625,3,GMT,2024-12-05T15:00,86,-5.1,2.02
Moscow,55.75,37.625,3,GMT,2024-12-05T16:00,86,-5.1,2.73
Moscow,55.75,37.625,3,GMT,2024-12-05T17:00,87,-5.1,2.69
Moscow,55.75,37.625,3,GMT,2024-12-05T18:00,88,-5.3,2.66
Moscow,55.75,37.625,3,GMT,2024-12-05T19:00,88,-5.5,2.78
Moscow,55.75,37.625,3,GMT,2024-12-05T20:00,84,-5.5,2.77
Moscow,55.75,37.625,3,GMT,2024-12-05T21:00,82,-5.6,2.69
Moscow,55.75,37.625,2,GMT,2024-12-05T22:00,78,-5.6,2.48
Moscow,55.75,37.625,3,GMT,2024-12-05T23:00,85,-6.0,2.55
Moscow,55.75,37.625,3,GMT,2024-12-06T00:00,86,-6.2,2.41
Moscow,55.75,37.625,3,GMT,2024-12-06T01:00,85,-6.3,2.27
Moscow,55.75,37.625,3,GMT,2024-12-06T02:00,85,-6.5,2.48
Moscow,55.75,37.625,3,GMT,2024-12-06T03:00,84,-6.6,2.4
Moscow,55.75,37.625,3,GMT,2024-12-06T04:00,83,-6.7,2.62
Moscow,55.75,37.625,3,GMT,2024-12-06T05:00,84,-6.8,2.69
Moscow,55.75,37.625,3,GMT,2024-12-06T06:00,88,-7.1,2.83
Moscow,55.75,37.625,3,GMT,2024-12-06T07:00,88,-7.3,2.92
Moscow,55.75,37.625,3,GMT,2024-12-06T08:00,85,-6.8,2.24
Moscow,55.75,37.625,3,GMT,2024-12-06T09:00,82,-6.1,2.42
Moscow,55.75,37.625,3,GMT,2024-12-06T10:00,82,-5.5,2.64
Moscow,55.75,37.625,3,GMT,2024-12-06T11:00,82,-5.1,2.56
Moscow,55.75,37.625,3,GMT,2024-12-06T12:00,82,-4.9,2.59
Moscow,55.75,37.625,3,GMT,2024-12-06T13:00,82,-4.8,2.64
Moscow,55.75,37.625,3,GMT,2024-12-06T14:00,83,-4.9,2.64
Moscow,55.75,37.625,3,GMT,2024-12-06T15:00,83,-4.9,2.87
Moscow,55.75,37.625,3,GMT,2024-12-06T16:00,84,-5.0,2.8
Moscow,55.75,37.625,3,GMT,2024-12-06T17:00,84,-5.1,2.72
Moscow,55.75,37.625,3,GMT,2024-12-06T18:00,84,-5.1,2.83
Moscow,55.75,37.625,3,GMT,2024-12-06T19:00,84,-5.2,2.88
Moscow,55.75,37.625,3,GMT,2024-12-06T20:00,85,-5.2,2.88
Moscow,55.75,37.625,3,GMT,2024-12-06T21:00,85,-5.2,3.0
Moscow,55.75,37.625,71,GMT,2024-12-06T22:00,86,-5.3,3.0
Moscow,55.75,37.625,71,GMT,2024-12-06T23:00,86,-5.3,2.95
Moscow,55.75,37.625,71,GMT,2024-12-07T00:00,86,-5.3,3.05
Moscow,55.75,37.625,71,GMT,2024-12-07T01:00,86,-5.2,3.11
Moscow,55.75,37.625,71,GMT,2024-12-07T02:00,86,-5.2,3.11
Moscow,55.75,37.625,71,GMT,2024-12-07T03:00,87,-5.2,3.02
Moscow,55.75,37.625,71,GMT,2024-12-07T04:00,87,-5.1,2.92
Moscow,55.75,37.625,71,GMT,2024-12-07T05:00,88,-5.0,2.98
Moscow,55.75,37.625,71,GMT,2024-12-07T06:00,89,-4.9,2.92
Moscow,55.75,37.625,71,GMT,2024-12-07T07:00,89,-4.6,2.9
Moscow,55.75,37.625,71,GMT,2024-12-07T08:00,88,-4.3,2.9
Moscow,55.75,37.625,71,GMT,2024-12-07T09:00,88,-4.0,2.83
Moscow,55.75,37.625,71,GMT,2024-12-07T10:00,88,-3.8,2.77
Moscow,55.75,37.625,71,GMT,2024-12-07T11:00,88,-3.6,2.83
Moscow,55.75,37.625,71,GMT,2024-12-07T12:00,89,-3.6,2.83
Moscow,55.75,37.625,71,GMT,2024-12-07T13:00,90,-3.6,2.9
Moscow,55.75,37.625,71,GMT,2024-12-07T14:00,90,-3.5,2.97
Moscow,55.75,37.625,71,GMT,2024-12-07T15:00,91,-3.5,2.97
Moscow,55.75,37.625,71,GMT,2024-12-07T16:00,91,-3.4,2.98
Moscow,55.75,37.625,71,GMT,2024-12-07T17:00,91,-3.3,2.84
Moscow,55.75,37.625,71,GMT,2024-12-07T18:00,92,-3.2,2.8
Moscow,55.75,37.625,71,GMT,2024-12-07T19:00,92,-3.0,2.66
Moscow,55.75,37.625,71,GMT,2024-12-07T20:00,92,-2.8,2.61
Moscow,55.75,37.625,71,GMT,2024-12-07T21:00,93,-2.6,2.56
Moscow,55.75,37.625,71,GMT,2024-12-07T22:00,92,-2.4,2.46
Moscow,55.75,37.625,71,GMT,2024-12-07T23:00,92,-2.2,2.46
Moscow,55.75,37.625,3,GMT,2024-12-08T00:00,93,-1.9,2.38
Moscow,55.75,37.625,3,GMT,2024-12-08T01:00,93,-1.8,2.38
Moscow,55.75,37.625,3,GMT,2024-12-08T02:00,93,-1.7,2.33
Moscow,55.75,37.625,3,GMT,2024-12-08T03:00,93,-1.6,2.28
Moscow,55.75,37.625,3,GMT,2024-12-08T04:00,93,-1.5,1.97
Moscow,55.75,37.625,3,GMT,2024-12-08T05:00,93,-1.5,2.06
Moscow,55.75,37.625,3,GMT,2024-12-08T06:00,93,-1.3,2.19
Moscow,55.75,37.625,3,GMT,2024-12-08T07:00,92,-1.2,1.92
Moscow,55.75,37.625,3,GMT,2024-12-08T08:00,91,-1.1,2.15
Moscow,55.75,37.625,71,GMT,2024-12-08T09:00,92,-1.1,1.86
Moscow,55.75,37.625,71,GMT,2024-12-08T10:00,92,-1.1,1.94
Moscow,55.75,37.625,71,GMT,2024-12-08T11:00,93,-1.1,1.84
Moscow,55.75,37.625,71,GMT,2024-12-08T12:00,94,-1.2,1.98
Moscow,55.75,37.625,77,GMT,2024-12-08T13:00,93,-1.2,2.06
Moscow,55.75,37.625,71,GMT,2024-12-08T14:00,93,-1.3,2.0
Moscow,55.75,37.625,71,GMT,2024-12-08T15:00,93,-1.4,1.84
Moscow,55.75,37.625,71,GMT,2024-12-08T16:00,94,-1.4,1.84
Moscow,55.75,37.625,71,GMT,2024-12-08T17:00,94,-1.4,1.78
Moscow,55.75,37.625,71,GMT,2024-12-08T18:00,94,-1.5,1.86
Moscow,55.75,37.625,3,GMT,2024-12-08T19:00,94,-1.4,1.86
Moscow,55.75,37.625,3,GMT,2024-12-08T20:00,93,-1.3,1.86
Moscow,55.75,37.625,3,GMT,2024-12-08T21:00,93,-1.3,1.86
Moscow,55.75,37.625,3,GMT,2024-12-08T22:00,93,-1.3,1.86
Moscow,55.75,37.625,3,GMT,2024-12-08T23:00,94,-1.2,1.89
Moscow,55.75,37.625,3,GMT,2024-12-09T00:00,94,-1.2,1.89
Moscow,55.75,37.625,3,GMT,2024-12-09T01:00,94,-1.2,1.89
Moscow,55.75,37.625,3,GMT,2024-12-09T02:00,94,-1.1,1.8
Moscow,55.75,37.625,3,GMT,2024-12-09T03:00,94,-1.1,1.8
Moscow,55.75,37.625,3,GMT,2024-12-09T04:00,94,-1.1,1.8
Moscow,55.75,37.625,3,GMT,2024-12-09T05:00,94,-1.1,1.75
Moscow,55.75,37.625,3,GMT,2024-12-09T06:00,94,-1.0,1.75
Moscow,55.75,37.625,3,GMT,2024-12-09T07:00,94,-0.9,1.7
Moscow,55.75,37.625,3,GMT,2024-12-09T08:00,93,-0.8,1.7
Moscow,55.75,37.625,3,GMT,2024-12-09T09:00,93,-0.6,1.66
Moscow,55.75,37.625,3,GMT,2024-12-09T10:00,93,-0.5,1.57
Moscow,55.75,37.625,3,GMT,2024-12-09T11:00,94,-0.3,1.52
Moscow,55.75,37.625,3,GMT,2024-12-09T12:00,94,-0.3,1.43
Moscow,55.75,37.625,3,GMT,2024-12-09T13:00,94,-0.3,1.34
Moscow,55.75,37.625,3,GMT,2024-12-09T14:00,95,-0.4,1.34
Moscow,55.75,37.625,3,GMT,2024-12-09T15:00,95,-0.5,1.25
Moscow,55.75,37.625,3,GMT,2024-12-09T16:00,95,-0.5,1.12
Moscow,55.75,37.625,3,GMT,2024-12-09T17:00,95,-0.5,1.12
Moscow,55.75,37.625,3,GMT,2024-12-09T18:00,95,-0.5,0.98
Moscow,55.75,37.625,71,GMT,2024-12-09T19:00,96,-0.6,0.85
Moscow,55.75,37.625,71,GMT,2024-12-09T20:00,96,-0.7,0.63
Moscow,55.75,37.625,71,GMT,2024-12-09T21:00,97,-0.7,0.54
Moscow,55.75,37.625,71,GMT,2024-12-09T22:00,97,-0.8,0.42
Moscow,55.75,37.625,71,GMT,2024-12-09T23:00,98,-0.9,0.45
Moscow,55.75,37.625,71,GMT,2024-12-10T00:00,98,-0.9,0.4
Moscow,55.75,37.625,45,GMT,2024-12-10T01:00,98,-1.0,0.36
Moscow,55.75,37.625,45,GMT,2024-12-10T02:00,99,-1.0,0.36
Moscow,55.75,37.625,45,GMT,2024-12-10T03:00,99,-1.0,0.41
Moscow,55.75,37.625,45,GMT,2024-12-10T04:00,99,-1.1,0.41
Moscow,55.75,37.625,45,GMT,2024-12-10T05:00,99,-1.2,0.32
Moscow,55.75,37.625,45,GMT,2024-12-10T06:00,98,-1.2,0.36
Moscow,55.75,37.625,45,GMT,2024-12-10T07:00,97,-1.1,0.5
Moscow,55.75,37.625,45,GMT,2024-12-10T08:00,96,-0.9,0.72
Moscow,55.75,37.625,45,GMT,2024-12-10T09:00,95,-0.7,0.94
Moscow,55.75,37.625,3,GMT,2024-12-10T10:00,94,-0.6,0.94
Moscow,55.75,37.625,3,GMT,2024-12-10T11:00,92,-0.5,0.89
Moscow,55.75,37.625,3,GMT,2024-12-10T12:00,91,-0.5,0.89
Moscow,55.75,37.625,3,GMT,2024-12-10T13:00,92,-0.6,0.7
Moscow,55.75,37.625,3,GMT,2024-12-10T14:00,93,-0.8,0.76
Moscow,55.75,37.625,3,GMT,2024-12-10T15:00,93,-0.9,0.78
Moscow,55.75,37.625,3,GMT,2024-12-10T16:00,93,-1.0,0.78
Moscow,55.75,37.625,3,GMT,2024-12-10T17:00,93,-1.0,0.72
Moscow,55.75,37.625,3,GMT,2024-12-10T18:00,93,-1.1,0.72
Moscow,55.75,37.625,3,GMT,2024-12-10T19:00,93,-1.1,0.71
Moscow,55.75,37.625,3,GMT,2024-12-10T20:00,93,-1.2,0.72
Moscow,55.75,37.625,3,GMT,2024-12-10T21:00,93,-1.2,0.76
Moscow,55.75,37.625,3,GMT,2024-12-10T22:00,93,-1.2,0.92
Moscow,55.75,37.625,3,GMT,2024-12-10T23:00,93,-1.2,1.0
Moscow,55.75,37.625,3,GMT,2024-12-11T00:00,93,-1.2,1.2
Moscow,55.75,37.625,3,GMT,2024-12-11T01:00,93,-1.2,1.4
Moscow,55.75,37.625,3,GMT,2024-12-11T02:00,93,-1.2,1.61
Moscow,55.75,37.625,3,GMT,2024-12-11T03:00,93,-1.2,1.71
Moscow,55.75,37.625,3,GMT,2024-12-11T04:00,93,-1.3,1.7
Moscow,55.75,37.625,3,GMT,2024-12-11T05:00,92,-1.4,1.6
Moscow,55.75,37.625,3,GMT,2024-12-11T06:00,92,-1.4,1.61
Moscow,55.75,37.625,3,GMT,2024-12-11T07:00,92,-1.2,1.63
Moscow,55.75,37.625,3,GMT,2024-12-11T08:00,92,-0.9,1.77
Moscow,55.75,37.625,3,GMT,2024-12-11T09:00,92,-0.7,1.8
Moscow,55.75,37.625,3,GMT,2024-12-11T10:00,92,-0.6,1.8
Moscow,55.75,37.625,3,GMT,2024-12-11T11:00,91,-0.4,1.9
Moscow,55.75,37.625,3,GMT,2024-12-11T12:00,91,-0.4,1.9
Moscow,55.75,37.625,3,GMT,2024-12-11T13:00,91,-0.4,1.99
Moscow,55.75,37.625,3,GMT,2024-12-11T14:00,90,-0.4,1.99
Moscow,55.75,37.625,3,GMT,2024-12-11T15:00,90,-0.5,2.09
Moscow,55.75,37.625,3,GMT,2024-12-11T16:00,90,-0.5,2.18
Moscow,55.75,37.625,3,GMT,2024-12-11T17:00,91,-0.5,2.18
Moscow,55.75,37.625,3,GMT,2024-12-11T18:00,92,-0.5,2.26
Moscow,55.75,37.625,3,GMT,2024-12-11T19:00,93,-0.5,2.33
Moscow,55.75,37.625,3,GMT,2024-12-11T20:00,93,-0.4,2.42
Moscow,55.75,37.625,3,GMT,2024-12-11T21:00,94,-0.4,2.51
Moscow,55.75,37.625,3,GMT,2024-12-11T22:00,94,-0.4,2.61
Moscow,55.75,37.625,3,GMT,2024-12-11T23:00,94,-0.3,2.62
Rio de Janeiro,-22.75,-43.0,2,GMT,2024-12-02T00:00,78,25.6,2.04
Rio de Janeiro,-22.75,-43.0,2,GMT,2024-12-02T01:00,81,25.0,1.71
Rio de Janeiro,-22.75,-43.0,1,GMT,2024-12-02T02:00,84,24.4,1.22
Rio de Janeiro,-22.75,-43.0,2,GMT,2024-12-02T03:00,87,24.0,1.0
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T04:00,89,23.6,0.94
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T05:00,91,23.3,1.03
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T06:00,93,23.1,0.92
Rio de Janeiro,-22.75,-43.0,45,GMT,2024-12-02T07:00,96,22.6,1.34
Rio de Janeiro,-22.75,-43.0,45,GMT,2024-12-02T08:00,99,22.2,1.26
Rio de Janeiro,-22.75,-43.0,45,GMT,2024-12-02T09:00,98,22.7,1.25
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T10:00,91,24.3,1.3
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T11:00,83,26.6,1.41
Rio de Janeiro,-22.75,-43.0,2,GMT,2024-12-02T12:00,72,29.5,1.17
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T13:00,64,31.9,0.54
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T14:00,55,34.4,0.42
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T15:00,47,36.5,0.32
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T16:00,40,37.6,0.32
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T17:00,37,38.1,0.41
Rio de Janeiro,-22.75,-43.0,2,GMT,2024-12-02T18:00,37,38.2,0.14
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-02T19:00,38,37.9,0.2
Rio de Janeiro,-22.75,-43.0,95,GMT,2024-12-02T20:00,59,32.8,2.51
Rio de Janeiro,-22.75,-43.0,95,GMT,2024-12-02T21:00,77,29.4,1.8
Rio de Janeiro,-22.75,-43.0,95,GMT,2024-12-02T22:00,84,28.5,0.78
Rio de Janeiro,-22.75,-43.0,80,GMT,2024-12-02T23:00,86,27.9,0.7
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T00:00,91,27.0,0.58
Rio de Janeiro,-22.75,-43.0,96,GMT,2024-12-03T01:00,91,26.7,0.81
Rio de Janeiro,-22.75,-43.0,95,GMT,2024-12-03T02:00,91,26.3,0.45
Rio de Janeiro,-22.75,-43.0,95,GMT,2024-12-03T03:00,91,26.1,0.5
Rio de Janeiro,-22.75,-43.0,80,GMT,2024-12-03T04:00,93,25.8,0.67
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T05:00,95,25.5,0.71
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T06:00,94,24.9,0.99
Rio de Janeiro,-22.75,-43.0,45,GMT,2024-12-03T07:00,95,24.8,0.92
Rio de Janeiro,-22.75,-43.0,45,GMT,2024-12-03T08:00,96,24.7,0.92
Rio de Janeiro,-22.75,-43.0,45,GMT,2024-12-03T09:00,95,24.9,0.94
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T10:00,91,25.7,1.3
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T11:00,86,26.6,1.52
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T12:00,80,27.8,1.93
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T13:00,71,29.7,1.53
Rio de Janeiro,-22.75,-43.0,2,GMT,2024-12-03T14:00,68,30.8,2.21
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T15:00,65,31.5,2.61
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T16:00,64,31.7,3.06
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-03T17:00,65,31.1,3.06
Rio de Janeiro,-22.75,-43.0,96,GMT,2024-12-03T18:00,75,28.4,2.53
Rio de Janeiro,-22.75,-43.0,95,GMT,2024-12-03T19:00,79,27.3,2.5
Rio de Janeiro,-22.75,-43.0,95,GMT,2024-12-03T20:00,84,26.4,2.2
Rio de Janeiro,-22.75,-43.0,80,GMT,2024-12-03T21:00,89,25.6,1.6
Rio de Janeiro,-22.75,-43.0,95,GMT,2024-12-03T22:00,92,25.1,0.76
Rio de Janeiro,-22.75,-43.0,80,GMT,2024-12-03T23:00,94,24.9,0.78
Rio de Janeiro,-22.75,-43.0,63,GMT,2024-12-04T00:00,94,24.6,0.6
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T01:00,93,24.7,0.85
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-04T02:00,94,24.6,1.2
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T03:00,95,24.4,1.13
Rio de Janeiro,-22.75,-43.0,80,GMT,2024-12-04T04:00,96,24.3,1.14
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T05:00,96,24.3,0.99
Rio de Janeiro,-22.75,-43.0,80,GMT,2024-12-04T06:00,96,24.3,0.7
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T07:00,96,24.3,0.61
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T08:00,96,24.2,0.54
Rio de Janeiro,-22.75,-43.0,80,GMT,2024-12-04T09:00,96,24.2,0.32
Rio de Janeiro,-22.75,-43.0,63,GMT,2024-12-04T10:00,97,24.2,0.6
Rio de Janeiro,-22.75,-43.0,65,GMT,2024-12-04T11:00,98,24.2,1.27
Rio de Janeiro,-22.75,-43.0,65,GMT,2024-12-04T12:00,97,24.4,1.75
Rio de Janeiro,-22.75,-43.0,65,GMT,2024-12-04T13:00,95,23.8,3.75
Rio de Janeiro,-22.75,-43.0,63,GMT,2024-12-04T14:00,93,23.0,4.27
Rio de Janeiro,-22.75,-43.0,63,GMT,2024-12-04T15:00,92,22.9,3.18
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T16:00,92,23.1,3.32
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T17:00,91,22.6,3.58
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T18:00,92,23.0,2.55
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T19:00,90,23.1,2.38
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T20:00,90,23.2,2.11
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-04T21:00,89,23.0,2.0
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-04T22:00,87,22.8,2.19
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-04T23:00,84,22.5,2.2
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T00:00,91,22.5,1.14
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T01:00,92,22.5,1.22
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-05T02:00,93,22.6,1.5
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-05T03:00,93,22.5,1.61
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-05T04:00,92,22.5,1.6
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-05T05:00,93,22.4,1.71
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-05T06:00,96,22.3,1.7
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-05T07:00,95,22.3,0.98
Rio de Janeiro,-22.75,-43.0,45,GMT,2024-12-05T08:00,95,22.4,0.71
Rio de Janeiro,-22.75,-43.0,45,GMT,2024-12-05T09:00,95,22.6,0.76
Rio de Janeiro,-22.75,-43.0,45,GMT,2024-12-05T10:00,95,22.8,0.5
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T11:00,92,23.2,0.61
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T12:00,89,24.3,1.62
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T13:00,86,24.9,1.7
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T14:00,84,25.5,2.01
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T15:00,83,25.8,1.55
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-05T16:00,82,26.1,1.44
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-05T17:00,82,26.1,1.58
Rio de Janeiro,-22.75,-43.0,61,GMT,2024-12-05T18:00,85,25.9,1.92
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T19:00,89,25.4,2.22
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T20:00,90,25.1,1.66
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T21:00,92,24.9,1.06
Rio de Janeiro,-22.75,-43.0,3,GMT,2024-12-05T22:00,93,24.5,0.89
